2023-09-29 17:39:47.948 [info] Log level: Info
2023-09-29 17:39:47.948 [info] Validating found git in: "git"
2023-09-29 17:39:47.948 [info] Using git "2.34.1" from "git"
2023-09-29 17:39:47.948 [info] > git rev-parse --show-toplevel [28ms]
2023-09-29 17:39:47.948 [info] > git rev-parse --show-toplevel [3ms]
2023-09-29 17:40:29.053 [info] > git rev-parse --show-toplevel [2ms]
2023-09-29 17:42:35.602 [info] > git rev-parse --show-toplevel [3ms]
2023-09-29 17:42:50.062 [info] > git rev-parse --show-toplevel [6ms]
2023-09-29 17:42:51.547 [info] > git rev-parse --show-toplevel [9ms]
2023-09-29 17:42:56.442 [info] > git rev-parse --show-toplevel [2ms]
2023-09-29 17:43:19.960 [info] > git rev-parse --show-toplevel [3ms]
2023-09-29 17:44:12.316 [info] > git rev-parse --show-toplevel [7ms]
2023-09-29 17:44:15.695 [info] > git rev-parse --show-toplevel [2ms]
2023-09-29 17:44:25.329 [info] > git rev-parse --show-toplevel [1ms]
2023-09-29 17:44:28.501 [info] > git rev-parse --show-toplevel [2ms]
2023-09-29 17:46:05.557 [info] > git rev-parse --show-toplevel [2ms]
2023-09-29 17:50:16.752 [info] > git rev-parse --show-toplevel [1ms]
2023-09-29 17:50:18.588 [info] > git rev-parse --show-toplevel [2ms]
2023-09-29 17:54:10.851 [info] > git rev-parse --show-toplevel [2ms]
2023-09-29 17:56:07.799 [info] > git rev-parse --show-toplevel [3ms]
2023-09-29 17:56:12.268 [info] > git rev-parse --show-toplevel [2ms]
2023-09-29 17:56:24.168 [info] > git rev-parse --show-toplevel [1ms]
2023-09-29 17:59:54.525 [info] > git rev-parse --show-toplevel [5ms]
2023-09-29 18:00:53.316 [info] > git rev-parse --show-toplevel [3ms]
2023-09-29 18:04:05.723 [info] > git rev-parse --show-toplevel [1ms]
2023-09-29 18:10:57.589 [info] > git rev-parse --show-toplevel [2ms]
2023-09-29 18:11:43.543 [info] > git rev-parse --show-toplevel [3ms]
2023-09-29 18:11:59.156 [info] > git rev-parse --show-toplevel [2ms]
2023-09-29 18:12:28.184 [info] > git rev-parse --show-toplevel [1ms]
2023-09-29 18:12:32.962 [info] > git rev-parse --show-toplevel [7ms]
2023-09-29 18:12:34.447 [info] > git rev-parse --show-toplevel [2ms]
2023-09-29 18:13:18.085 [info] > git rev-parse --show-toplevel [2ms]
2023-09-29 18:17:40.307 [info] > git rev-parse --show-toplevel [3ms]
